Employee ID,StartDate,start_date_parsed,years_of_service,tenure_group,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,dob_parsed,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,engagement_level,Satisfaction Score,Work-Life Balance Score,Training Date,training_date_parsed,Training Program Name,Training Type,Training Outcome,training_success,Training Duration(Days),Training Cost,Age,age_group,flag_under18_at_hire,flag_training_before_hire
3546,31-Jul-21,2021-07-31,4,2-4 yrs,Area Sales Manager,CCDR,Active,Full-Time,ZONE B,Part-Time,Sales,General - Con,14-07-1980,1980-07-14,ND,Male,Hispanic,Widowed,Exceeds,1,10-05-2023,2,Low,5,5,21-Nov-22,2022-11-21,Project Management,External,Passed,1,4,426.45,41,40-49,0,0
3548,11-Jul-21,2021-07-11,4,2-4 yrs,Area Sales Manager,WBL,Active,Part-Time,ZONE A,Full-Time,Sales,General - Con,25-01-1964,1964-01-25,KY,Female,White,Single,Fully meets,1,06-10-2022,5,High,5,3,16-Aug-22,2022-08-16,Leadership Development,External,Passed,1,3,368.8,57,50-59,0,0
3549,15-Oct-18,2018-10-15,7,5-9 yrs,Area Sales Manager,TNS,Active,Full-Time,ZONE C,Full-Time,Sales,Field Operations,17-03-1955,1955-03-17,GA,Female,Black,Divorced,Fully meets,2,19-04-2023,1,Low,4,1,02-Nov-22,2022-11-02,Communication Skills,External,Failed,0,5,788.67,63,60+,0,0
3551,11-Aug-18,2018-08-11,7,5-9 yrs,Area Sales Manager,PYZ,Active,Part-Time,ZONE C,Part-Time,Sales,Engineers,04-07-1954,1954-07-04,TX,Male,Black,Married,Needs improvement,4,03-06-2023,4,High,4,3,27-Oct-22,2022-10-27,Communication Skills,External,Incomplete,0,1,570.13,64,60+,0,0
3554,31-Mar-19,2019-03-31,7,5-9 yrs,Area Sales Manager,MSC,Active,Part-Time,ZONE C,Temporary,Sales,People Services,14-10-1958,1958-10-14,IN,Male,Asian,Widowed,Fully meets,1,07-06-2023,2,Low,1,2,05-Jun-23,2023-06-05,Project Management,Internal,Completed,1,4,283.33,61,60+,0,0
3555,06-Jan-23,2023-01-06,3,2-4 yrs,Area Sales Manager,EW,Active,Full-Time,ZONE C,Temporary,Sales,General - Eng,11-01-1988,1988-01-11,IN,Female,Hispanic,Widowed,Fully meets,4,13-01-2023,2,Low,5,1,04-Mar-23,2023-03-04,Leadership Development,External,Passed,1,4,566.12,35,30-39,0,0
3556,18-Jul-19,2019-07-18,6,5-9 yrs,Area Sales Manager,CCDR,Active,Full-Time,ZONE B,Temporary,Sales,Wireline Construction,16-06-1961,1961-06-16,CA,Male,White,Single,Exceeds,2,11-06-2023,2,Low,2,3,11-Feb-23,2023-02-11,Customer Service,Internal,Incomplete,0,1,513.92,58,50-59,0,0
3557,13-Feb-19,2019-02-13,7,5-9 yrs,Area Sales Manager,BPC,Active,Part-Time,ZONE C,Temporary,Sales,Field Operations,06-06-1960,1960-06-06,MA,Male,Other,Single,Fully meets,2,20-04-2023,4,High,5,2,04-Feb-23,2023-02-04,Project Management,External,Failed,0,1,210.38,59,50-59,0,0
3558,30-Dec-18,2018-12-30,7,5-9 yrs,Production Technician I,MSC,Active,Part-Time,ZONE A,Part-Time,Production,Yard (Material Handling),04-06-1959,1959-06-04,MA,Female,Black,Single,Fully meets,1,05-10-2022,2,Low,5,3,18-Jul-23,2023-07-18,Technical Skills,Internal,Completed,1,1,941.54,59,50-59,0,0
3559,06-Nov-19,2019-11-06,6,5-9 yrs,Production Technician I,NEL,Active,Part-Time,ZONE C,Full-Time,Production,Field Operations,18-11-1991,1991-11-18,MA,Male,White,Single,Fully meets,2,27-12-2022,3,Medium,2,1,30-Nov-22,2022-11-30,Project Management,External,Failed,0,2,959.81,28,Under 30,0,0
3560,01-Jun-22,2022-06-01,4,2-4 yrs,Production Technician I,MSC,Active,Contract,ZONE C,Full-Time,Production,Field Operations,18-02-1954,1954-02-18,MA,Female,Asian,Divorced,Exceeds,4,09-01-2023,2,Low,4,5,22-May-23,2023-05-22,Technical Skills,External,Passed,1,1,738.92,68,60+,0,0
3561,28-Mar-23,2023-03-28,3,2-4 yrs,Production Technician II,BPC,Active,Part-Time,ZONE C,Temporary,Production,General - Con,31-01-1959,1959-01-31,MA,Female,White,Married,Fully meets,5,20-11-2022,2,Low,1,5,07-Sep-22,2022-09-07,Technical Skills,External,Failed,0,5,445.04,64,60+,0,1
3564,26-Jan-19,2019-01-26,7,5-9 yrs,Production Technician II,SVG,Terminated,Full-Time,ZONE C,Temporary,Production,Aerial,07-11-1994,1994-11-07,MA,Female,White,Divorced,Fully meets,1,12-03-2023,4,High,4,3,10-Dec-22,2022-12-10,Technical Skills,External,Incomplete,0,4,106.14,25,Under 30,0,0
3565,11-Sep-21,2021-09-11,4,2-4 yrs,Production Technician I,WBL,Active,Part-Time,ZONE B,Full-Time,Production,General - Con,10-05-1968,1968-05-10,MA,Male,Other,Divorced,Fully meets,4,29-09-2022,5,High,5,5,06-May-23,2023-05-06,Project Management,External,Passed,1,4,684.35,53,50-59,0,0
3566,26-Sep-21,2021-09-26,4,2-4 yrs,Production Technician II,PL,Active,Part-Time,ZONE A,Part-Time,Production,Aerial,05-10-1963,1963-10-05,MA,Male,Black,Single,Fully meets,2,27-01-2023,1,Low,2,3,05-Sep-22,2022-09-05,Communication Skills,Internal,Failed,0,2,578.81,58,50-59,0,0
3567,04-Mar-23,2023-03-04,3,2-4 yrs,Production Technician I,EW,Active,Full-Time,ZONE C,Full-Time,Production,General - Sga,02-09-1966,1966-09-02,MA,Male,Asian,Widowed,Fully meets,4,04-08-2023,2,Low,3,2,09-Jun-23,2023-06-09,Customer Service,Internal,Completed,1,5,764.51,57,50-59,0,0
3568,11-Jul-23,2023-07-11,2,2-4 yrs,Production Technician I,EW,Terminated,Full-Time,ZONE B,Part-Time,Production,Field Operations,08-12-1974,1974-12-08,MA,Male,Asian,Divorced,Fully meets,2,07-02-2023,2,Low,4,1,23-Aug-22,2022-08-23,Project Management,Internal,Incomplete,0,2,201.76,49,40-49,0,1
3569,09-Feb-19,2019-02-09,7,5-9 yrs,Production Technician I,MSC,Active,Part-Time,ZONE B,Temporary,Production,Catv,19-07-1995,1995-07-19,MA,Female,Hispanic,Divorced,Fully meets,2,24-12-2022,1,Low,3,5,09-Nov-22,2022-11-09,Technical Skills,External,Incomplete,0,4,730.04,24,Under 30,0,0
3570,19-Apr-19,2019-04-19,7,5-9 yrs,Production Technician II,TNS,Terminated,Full-Time,ZONE B,Temporary,Production,Fielders,23-11-1974,1974-11-23,MA,Female,Asian,Married,Fully meets,1,02-01-2023,2,Low,5,3,29-Mar-23,2023-03-29,Project Management,External,Failed,0,2,796.88,45,40-49,0,0
3572,12-Mar-19,2019-03-12,7,5-9 yrs,Production Technician I,WBL,Active,Contract,ZONE A,Part-Time,Production,Fielders,07-06-1994,1994-06-07,MA,Male,White,Single,Fully meets,5,05-12-2022,5,High,5,5,19-May-23,2023-05-19,Leadership Development,Internal,Failed,0,5,569.17,25,Under 30,0,0
3573,09-Mar-20,2020-03-09,6,5-9 yrs,Production Technician I,NEL,Active,Contract,ZONE B,Full-Time,Production,Field Operations,26-10-1983,1983-10-26,MA,Female,Asian,Divorced,Exceeds,4,31-12-2022,4,High,1,1,06-Oct-22,2022-10-06,Customer Service,Internal,Completed,1,4,386.07,37,30-39,0,0
3575,28-Apr-21,2021-04-28,5,5-9 yrs,Production Technician I,MSC,Terminated,Part-Time,ZONE A,Temporary,Production,Field Operations,05-03-1987,1987-03-05,MA,Male,Hispanic,Single,Exceeds,5,26-06-2023,5,High,1,5,12-Dec-22,2022-12-12,Technical Skills,Internal,Incomplete,0,3,583.21,34,30-39,0,0
3576,21-Jul-21,2021-07-21,4,2-4 yrs,Production Technician II,PL,Active,Full-Time,ZONE B,Full-Time,Production,Engineers,26-04-1992,1992-04-26,MA,Female,Asian,Single,Exceeds,4,23-03-2023,2,Low,3,3,02-Feb-23,2023-02-02,Project Management,External,Completed,1,5,398.65,29,Under 30,0,0
3577,15-Sep-19,2019-09-15,6,5-9 yrs,Production Technician I,BPC,Active,Part-Time,ZONE C,Temporary,Production,Field Operations,30-05-1957,1957-05-30,MA,Male,White,Widowed,Fully meets,4,14-08-2022,5,High,4,5,26-Jan-23,2023-01-26,Communication Skills,Internal,Passed,1,5,931.46,62,60+,0,0
3578,04-May-19,2019-05-04,7,5-9 yrs,Production Technician I,WBL,Active,Full-Time,ZONE A,Temporary,Production,Field Operations,30-05-1957,1957-05-30,MA,Male,Hispanic,Married,Exceeds,2,14-10-2022,1,Low,4,2,01-Dec-22,2022-12-01,Project Management,External,Completed,1,5,115.06,62,60+,0,0
3582,19-Aug-20,2020-08-19,5,5-9 yrs,Production Technician I,TNS,Active,Part-Time,ZONE B,Part-Time,Production,Yard (Material Handling),09-08-1968,1968-08-09,MA,Male,Asian,Widowed,Fully meets,4,17-09-2022,2,Low,2,5,09-Sep-22,2022-09-09,Communication Skills,Internal,Completed,1,4,875.02,52,50-59,0,0
3583,28-Apr-21,2021-04-28,5,5-9 yrs,Production Technician I,WBL,Active,Full-Time,ZONE C,Temporary,Production,Field Operations,20-11-1958,1958-11-20,MA,Female,White,Married,Needs improvement,4,05-07-2023,4,High,1,4,18-Mar-23,2023-03-18,Communication Skills,Internal,Incomplete,0,4,116.4,63,60+,0,0
3584,14-Aug-20,2020-08-14,5,5-9 yrs,Production Technician I,BPC,Active,Contract,ZONE C,Full-Time,Production,Field Operations,07-11-1987,1987-11-07,MA,Female,Other,Married,Fully meets,4,28-05-2023,2,Low,2,5,15-Dec-22,2022-12-15,Technical Skills,External,Passed,1,5,341.78,33,30-39,0,0
3585,22-Dec-21,2021-12-22,4,2-4 yrs,Production Technician I,CCDR,Active,Full-Time,ZONE A,Full-Time,Production,Yard (Material Handling),16-07-1992,1992-07-16,MA,Female,Black,Divorced,Fully meets,4,12-01-2023,1,Low,2,3,14-Feb-23,2023-02-14,Communication Skills,Internal,Completed,1,4,107.48,29,Under 30,0,0
3586,01-Feb-19,2019-02-01,7,5-9 yrs,Production Technician I,EW,Active,Part-Time,ZONE B,Full-Time,Production,People Services,27-12-2000,2000-12-27,MA,Female,Hispanic,Single,Fully meets,2,31-01-2023,4,High,2,4,30-Sep-22,2022-09-30,Communication Skills,External,Completed,1,1,502.7,19,Under 30,0,0
3587,10-May-21,2021-05-10,5,5-9 yrs,Production Technician I,MSC,Active,Full-Time,ZONE B,Temporary,Production,General - Eng,25-12-1977,1977-12-25,MA,Male,Other,Divorced,Fully meets,2,24-05-2023,1,Low,2,2,22-Mar-23,2023-03-22,Leadership Development,External,Completed,1,5,570.04,44,40-49,0,0
3588,25-Jun-19,2019-06-25,6,5-9 yrs,Production Technician I,NEL,Active,Full-Time,ZONE C,Full-Time,Production,Shop (Fleet),08-03-1972,1972-03-08,MA,Male,Black,Widowed,Fully meets,2,10-05-2023,4,High,2,1,23-Mar-23,2023-03-23,Communication Skills,External,Passed,1,1,538.83,47,40-49,0,0
3589,25-Apr-19,2019-04-25,7,5-9 yrs,Production Technician I,PL,Active,Contract,ZONE B,Temporary,Production,Field Operations,02-08-1951,1951-08-02,MA,Male,White,Single,Fully meets,1,18-09-2022,2,Low,3,2,07-Jan-23,2023-01-07,Communication Skills,Internal,Incomplete,0,4,881.8,68,60+,0,0
3594,11-Dec-18,2018-12-11,7,5-9 yrs,Production Technician I,PYZ,Active,Part-Time,ZONE B,Part-Time,Production,Field Operations,14-03-1968,1968-03-14,MA,Male,Black,Married,Needs improvement,1,23-01-2023,1,Low,5,1,05-May-23,2023-05-05,Leadership Development,Internal,Passed,1,5,472.64,50,50-59,0,0
3595,22-Sep-20,2020-09-22,5,5-9 yrs,Production Technician I,WBL,Active,Contract,ZONE A,Temporary,Production,Engineers,02-03-1952,1952-03-02,MA,Male,Other,Divorced,Fully meets,1,19-01-2023,2,Low,3,1,21-Feb-23,2023-02-21,Technical Skills,External,Passed,1,2,252.88,68,60+,0,0
3596,28-Jul-19,2019-07-28,6,5-9 yrs,Production Technician I,NEL,Active,Part-Time,ZONE C,Full-Time,Production,Splicing,19-07-1982,1982-07-19,MA,Male,Other,Single,Needs improvement,2,19-10-2022,4,High,3,4,14-Dec-22,2022-12-14,Technical Skills,Internal,Incomplete,0,2,289.68,37,30-39,0,0
3598,28-Sep-18,2018-09-28,7,5-9 yrs,Production Technician II,SVG,Terminated,Part-Time,ZONE A,Full-Time,Production,Project Management - Eng,06-10-1950,1950-10-06,MA,Female,Other,Married,Needs improvement,1,01-07-2023,2,Low,5,4,11-Oct-22,2022-10-11,Technical Skills,Internal,Passed,1,3,373.87,68,60+,0,0
3601,21-Nov-22,2022-11-21,3,2-4 yrs,Production Technician II,BPC,Active,Part-Time,ZONE B,Full-Time,Production,Wireline Construction,22-07-1966,1966-07-22,MA,Female,White,Married,Fully meets,5,01-09-2022,1,Low,1,2,03-Jan-23,2023-01-03,Project Management,External,Completed,1,1,865.58,56,50-59,0,0
3602,11-Apr-21,2021-04-11,5,5-9 yrs,Production Technician II,CCDR,Terminated,Full-Time,ZONE B,Part-Time,Production,Engineers,12-10-1994,1994-10-12,MA,Female,Hispanic,Married,Fully meets,5,04-08-2023,3,Medium,3,3,09-Apr-23,2023-04-09,Technical Skills,External,Incomplete,0,1,632.59,27,Under 30,0,0
3603,29-Nov-18,2018-11-29,7,5-9 yrs,Production Technician II,EW,Terminated,Full-Time,ZONE A,Part-Time,Production,Field Operations,15-02-1977,1977-02-15,MA,Female,White,Married,Fully meets,2,08-10-2022,5,High,1,3,02-Oct-22,2022-10-02,Technical Skills,External,Incomplete,0,3,680.48,41,40-49,0,0
3606,01-Aug-19,2019-08-01,6,5-9 yrs,Production Technician I,SVG,Terminated,Part-Time,ZONE C,Full-Time,Production,Billable Consultants,13-03-1965,1965-03-13,MA,Male,Other,Divorced,Fully meets,3,27-03-2023,3,Medium,5,1,31-Oct-22,2022-10-31,Project Management,Internal,Passed,1,2,255.6,54,50-59,0,0
3607,18-Jun-19,2019-06-18,6,5-9 yrs,Production Technician I,EW,Active,Full-Time,ZONE A,Full-Time,Production,Project Management - Con,03-08-1976,1976-08-03,MA,Male,Other,Married,Fully meets,5,18-07-2023,2,Low,4,1,04-May-23,2023-05-04,Customer Service,External,Passed,1,4,321.91,43,40-49,0,0
3608,13-Feb-19,2019-02-13,7,5-9 yrs,Production Technician I,MSC,Active,Full-Time,ZONE C,Part-Time,Production,Field Operations,06-07-1979,1979-07-06,MA,Male,Other,Married,Fully meets,3,12-01-2023,1,Low,3,1,14-Mar-23,2023-03-14,Project Management,External,Completed,1,3,834.12,40,40-49,0,0
3609,02-Jun-21,2021-06-02,5,5-9 yrs,Production Technician I,TNS,Active,Contract,ZONE B,Full-Time,Production,Shop (Fleet),09-06-1993,1993-06-09,MA,Female,Other,Widowed,Fully meets,3,05-11-2022,2,Low,2,4,23-Sep-22,2022-09-23,Customer Service,Internal,Passed,1,4,273.88,28,Under 30,0,0
3610,11-Oct-18,2018-10-11,7,5-9 yrs,Production Technician I,PYZ,Active,Part-Time,ZONE C,Full-Time,Production,Field Operations,07-04-1973,1973-04-07,MA,Female,Other,Single,Fully meets,3,14-12-2022,4,High,5,5,15-Feb-23,2023-02-15,Customer Service,Internal,Incomplete,0,4,217.57,45,40-49,0,0
3611,09-Mar-21,2021-03-09,5,5-9 yrs,Production Technician I,WBL,Active,Contract,ZONE C,Full-Time,Production,Project Management - Con,20-01-1952,1952-01-20,MA,Female,Hispanic,Married,Fully meets,2,16-09-2022,2,Low,3,4,07-Jan-23,2023-01-07,Customer Service,Internal,Completed,1,1,482.09,69,60+,0,0
3612,23-Jan-22,2022-01-23,4,2-4 yrs,Production Technician I,NEL,Active,Contract,ZONE A,Part-Time,Production,Field Operations,25-12-1984,1984-12-25,MA,Male,Black,Single,Pip,4,07-07-2023,5,High,3,3,03-Jul-23,2023-07-03,Leadership Development,External,Failed,0,2,614.11,38,30-39,0,0
3613,24-Feb-19,2019-02-24,7,5-9 yrs,Production Technician I,PL,Active,Contract,ZONE B,Part-Time,Production,Field Operations,14-06-1973,1973-06-14,MA,Male,Asian,Married,Exceeds,1,13-10-2022,1,Low,5,2,08-Oct-22,2022-10-08,Customer Service,Internal,Incomplete,0,1,354.22,46,40-49,0,0
3614,08-Jan-20,2020-01-08,6,5-9 yrs,Production Technician I,BPC,Active,Contract,ZONE B,Temporary,Production,Project Management - Con,31-08-1973,1973-08-31,MA,Male,White,Married,Fully meets,2,04-07-2023,4,High,5,1,04-Jun-23,2023-06-04,Leadership Development,External,Passed,1,3,868.85,47,40-49,0,0
3616,12-Feb-22,2022-02-12,4,2-4 yrs,Production Technician I,SVG,Active,Contract,ZONE C,Full-Time,Production,General - Con,24-03-1981,1981-03-24,MA,Female,Hispanic,Married,Fully meets,4,04-08-2023,1,Low,1,1,30-Jan-23,2023-01-30,Customer Service,Internal,Incomplete,0,4,134.93,41,40-49,0,0
3617,01-Feb-23,2023-02-01,3,2-4 yrs,Production Technician I,EW,Active,Full-Time,ZONE C,Full-Time,Production,Wireline Construction,18-02-1961,1961-02-18,MA,Female,Hispanic,Married,Fully meets,1,26-02-2023,2,Low,3,3,09-Apr-23,2023-04-09,Customer Service,Internal,Completed,1,5,531.1,62,60+,0,0
3619,23-Mar-23,2023-03-23,3,2-4 yrs,Production Technician I,TNS,Active,Full-Time,ZONE A,Full-Time,Production,General - Con,17-03-1984,1984-03-17,MA,Male,Asian,Married,Fully meets,3,30-04-2023,1,Low,5,2,10-Nov-22,2022-11-10,Project Management,Internal,Passed,1,2,656.68,39,30-39,0,1
3620,22-Mar-23,2023-03-22,3,2-4 yrs,Production Technician I,PYZ,Active,Part-Time,ZONE A,Temporary,Production,General - Eng,12-10-1994,1994-10-12,MA,Male,Hispanic,Married,Fully meets,2,29-08-2022,1,Low,2,2,20-Dec-22,2022-12-20,Technical Skills,Internal,Completed,1,3,654.22,29,Under 30,0,1
3621,28-Nov-18,2018-11-28,7,5-9 yrs,Production Technician I,WBL,Active,Contract,ZONE A,Full-Time,Production,Wireless,09-09-1997,1997-09-09,MA,Male,White,Married,Fully meets,2,23-06-2023,2,Low,3,2,15-Jul-23,2023-07-15,Leadership Development,External,Passed,1,3,879.89,21,Under 30,0,0
3622,09-Jul-20,2020-07-09,5,5-9 yrs,Production Technician II,SVG,Active,Part-Time,ZONE A,Temporary,Production,Field Operations,16-10-1995,1995-10-16,MA,Female,Hispanic,Divorced,Fully meets,3,26-07-2023,3,Medium,1,5,11-May-23,2023-05-11,Project Management,External,Completed,1,1,977.23,25,Under 30,0,0
3623,11-Feb-19,2019-02-11,7,5-9 yrs,Production Technician II,EW,Active,Part-Time,ZONE A,Full-Time,Production,Engineers,25-04-1958,1958-04-25,MA,Female,Asian,Divorced,Fully meets,3,04-12-2022,2,Low,2,5,03-Aug-23,2023-08-03,Project Management,External,Completed,1,2,763.37,61,60+,0,0
3624,09-Jan-20,2020-01-09,6,5-9 yrs,Production Technician II,MSC,Active,Part-Time,ZONE B,Part-Time,Production,Technology / It,04-02-1996,1996-02-04,MA,Female,Asian,Married,Fully meets,4,09-01-2023,2,Low,2,2,05-Apr-23,2023-04-05,Communication Skills,External,Passed,1,5,962.13,24,Under 30,0,0
3625,11-Nov-21,2021-11-11,4,2-4 yrs,Production Technician II,TNS,Terminated,Contract,ZONE B,Part-Time,Production,Engineers,14-12-1975,1975-12-14,MA,Female,Asian,Single,Fully meets,5,28-08-2022,5,High,2,4,26-Mar-23,2023-03-26,Technical Skills,External,Incomplete,0,2,617.27,46,40-49,0,0
3626,15-May-21,2021-05-15,5,5-9 yrs,Production Technician II,PYZ,Active,Full-Time,ZONE B,Temporary,Production,Field Operations,28-10-1993,1993-10-28,MA,Female,Asian,Single,Fully meets,2,24-02-2023,2,Low,5,1,25-Sep-22,2022-09-25,Communication Skills,Internal,Failed,0,2,559.78,28,Under 30,0,0
3627,21-Aug-19,2019-08-21,6,5-9 yrs,Production Technician II,WBL,Terminated,Contract,ZONE C,Full-Time,Production,Field Operations,23-02-1967,1967-02-23,MA,Female,Black,Married,Fully meets,3,29-01-2023,1,Low,1,4,30-Aug-22,2022-08-30,Leadership Development,Internal,Incomplete,0,5,113.89,52,50-59,0,0
3629,27-Aug-22,2022-08-27,3,2-4 yrs,Production Technician I,NEL,Terminated,Contract,ZONE B,Full-Time,Production,Field Operations,26-11-1983,1983-11-26,MA,Male,Black,Divorced,Fully meets,5,18-11-2022,2,Low,4,4,30-Jul-23,2023-07-30,Technical Skills,Internal,Incomplete,0,1,343.76,39,30-39,0,0
3630,23-Feb-19,2019-02-23,7,5-9 yrs,Production Technician I,MSC,Active,Contract,ZONE B,Full-Time,Production,Field Operations,07-05-1965,1965-05-07,MA,Male,Other,Widowed,Fully meets,5,19-10-2022,5,High,3,2,24-Sep-22,2022-09-24,Technical Skills,Internal,Failed,0,5,507.58,54,50-59,0,0
3633,21-Mar-22,2022-03-21,4,2-4 yrs,Production Technician I,BPC,Active,Contract,ZONE B,Temporary,Production,Aerial,24-03-1987,1987-03-24,MA,Female,Hispanic,Single,Fully meets,5,04-11-2022,4,High,4,4,01-Dec-22,2022-12-01,Communication Skills,Internal,Incomplete,0,3,699.39,35,30-39,0,0
3634,23-Jun-23,2023-06-23,2,2-4 yrs,Production Technician I,PYZ,Active,Part-Time,ZONE B,Full-Time,Production,General - Sga,26-04-1962,1962-04-26,MA,Female,Other,Married,Fully meets,5,25-06-2023,2,Low,5,2,15-Sep-22,2022-09-15,Technical Skills,External,Incomplete,0,3,254.68,61,60+,0,1
3635,26-Oct-20,2020-10-26,5,5-9 yrs,Production Technician I,WBL,Active,Part-Time,ZONE C,Part-Time,Production,Yard (Material Handling),12-03-1978,1978-03-12,MA,Female,Hispanic,Single,Fully meets,4,07-10-2022,1,Low,5,4,13-Jun-23,2023-06-13,Technical Skills,External,Failed,0,2,534.55,42,40-49,0,0
3636,29-Jan-20,2020-01-29,6,5-9 yrs,Production Technician I,NEL,Active,Contract,ZONE B,Temporary,Production,Catv,13-03-1982,1982-03-13,MA,Male,Asian,Divorced,Fully meets,3,08-12-2022,3,Medium,5,3,26-Aug-22,2022-08-26,Communication Skills,External,Passed,1,3,795.72,38,30-39,0,0
3637,23-Apr-22,2022-04-23,4,2-4 yrs,Production Technician I,PL,Active,Full-Time,ZONE C,Full-Time,Production,Aerial,17-04-1995,1995-04-17,MA,Male,Asian,Divorced,Fully meets,3,07-05-2023,2,Low,1,3,21-Mar-23,2023-03-21,Project Management,External,Completed,1,4,977.23,27,Under 30,0,0
3638,15-Jun-23,2023-06-15,2,2-4 yrs,Production Technician I,BPC,Active,Full-Time,ZONE C,Part-Time,Production,Field Operations,10-12-1978,1978-12-10,MA,Male,Hispanic,Single,Fully meets,3,15-05-2023,4,High,5,1,01-Jan-23,2023-01-01,Customer Service,Internal,Completed,1,3,370.79,45,40-49,0,1
3640,07-Jan-23,2023-01-07,3,2-4 yrs,Production Technician I,SVG,Active,Contract,ZONE A,Temporary,Production,Field Operations,21-09-2000,2000-09-21,MA,Female,Asian,Divorced,Fully meets,3,25-07-2023,2,Low,1,2,31-Jan-23,2023-01-31,Communication Skills,External,Passed,1,1,699.48,23,Under 30,0,0
3643,16-Apr-20,2020-04-16,6,5-9 yrs,Production Technician I,TNS,Active,Full-Time,ZONE A,Full-Time,Production,Catv,22-03-1961,1961-03-22,MA,Male,Asian,Single,Fully meets,3,18-06-2023,1,Low,5,3,27-Mar-23,2023-03-27,Leadership Development,Internal,Completed,1,4,712.43,59,50-59,0,0
3644,16-Jun-22,2022-06-16,3,2-4 yrs,Production Technician I,PYZ,Active,Part-Time,ZONE B,Full-Time,Production,Field Operations,24-06-1986,1986-06-24,MA,Male,Black,Married,Fully meets,3,11-11-2022,4,High,4,4,06-Feb-23,2023-02-06,Technical Skills,Internal,Incomplete,0,1,504.66,36,30-39,0,0
3645,22-Jul-19,2019-07-22,6,5-9 yrs,Production Technician I,WBL,Active,Part-Time,ZONE C,Full-Time,Production,General - Con,16-09-1977,1977-09-16,MA,Male,Asian,Single,Fully meets,3,08-06-2023,1,Low,3,3,06-May-23,2023-05-06,Leadership Development,External,Incomplete,0,5,398.36,42,40-49,0,0
3646,22-Apr-23,2023-04-22,3,2-4 yrs,Production Technician II,SVG,Active,Part-Time,ZONE A,Full-Time,Production,Splicing,01-01-1968,1968-01-01,MA,Female,Hispanic,Widowed,Fully meets,3,30-07-2023,5,High,4,4,22-Jul-23,2023-07-22,Communication Skills,External,Failed,0,4,533.61,55,50-59,0,0
3647,28-Dec-20,2020-12-28,5,5-9 yrs,Production Technician II,EW,Terminated,Part-Time,ZONE A,Part-Time,Production,Engineers,24-07-1966,1966-07-24,MA,Female,Black,Single,Fully meets,3,28-12-2022,2,Low,4,4,10-Aug-22,2022-08-10,Technical Skills,Internal,Completed,1,4,199.55,54,50-59,0,0
3649,13-Aug-22,2022-08-13,3,2-4 yrs,Production Technician II,TNS,Active,Contract,ZONE A,Part-Time,Production,Field Operations,06-06-1968,1968-06-06,MA,Female,White,Married,Exceeds,4,08-09-2022,1,Low,2,2,18-Dec-22,2022-12-18,Leadership Development,External,Completed,1,4,336.33,54,50-59,0,0
3650,03-Oct-19,2019-10-03,6,5-9 yrs,Production Technician II,PYZ,Terminated,Full-Time,ZONE B,Part-Time,Production,Field Operations,25-12-1991,1991-12-25,MA,Female,White,Divorced,Fully meets,3,30-06-2023,3,Medium,2,4,09-Jan-23,2023-01-09,Communication Skills,External,Passed,1,4,242.71,28,Under 30,0,0
3651,14-Oct-19,2019-10-14,6,5-9 yrs,Production Technician II,WBL,Active,Full-Time,ZONE C,Full-Time,Production,General - Con,19-01-1991,1991-01-19,MA,Female,White,Single,Fully meets,3,25-10-2022,1,Low,4,1,14-May-23,2023-05-14,Leadership Development,Internal,Failed,0,4,651.28,28,Under 30,0,0
3653,04-Feb-21,2021-02-04,5,5-9 yrs,Production Technician I,PL,Terminated,Contract,ZONE B,Part-Time,Production,General - Con,29-06-1995,1995-06-29,MA,Male,Asian,Widowed,Exceeds,3,31-05-2023,4,High,4,3,20-Jan-23,2023-01-20,Customer Service,External,Failed,0,1,791.72,26,Under 30,0,0
